Restaurant ID,Restaurant Name,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
18291199,FreshMenu,New Delhi,"181-C, Khirki Extension, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2191149,28.5306173,"Italian, Chinese, Continental, Thai, Mediterranean, Lebanese",600,No,Yes,No,No,2,3.7,Yellow,Good,132
5726,Giani's,New Delhi,"2, C-10, Opposite ITI, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2115555,28.5363348,"Ice Cream, Desserts",400,No,Yes,No,No,1,3.7,Yellow,Good,145
302922,Gopala,New Delhi,"C31, Main Market, Near HDFC Bank, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2111963,28.5364161,"Mithai, Street Food",250,No,No,No,No,1,3.8,Yellow,Good,45
7658,Green Chick Chop,New Delhi,"E 6/75, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2093418,28.5341236,"Raw Meats, North Indian, Fast Food",350,No,No,No,No,1,3.5,Yellow,Good,52
18286490,Hunger Must Die,New Delhi,"Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2087849,28.5312482,"Italian, North Indian, Chinese, Mughlai",500,No,Yes,No,No,2,3.7,Yellow,Good,99
7654,Kolkata Kathi Roll,New Delhi,"3, E-2/16, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2097112,28.5340565,Fast Food,150,No,No,No,No,1,3.6,Yellow,Good,82
18254534,Max Grille and Kitchen,New Delhi,"2A, Corner Market, Near Arya Samaj Mandir, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2133213,28.5393306,"North Indian, Mughlai, Chinese",850,Yes,Yes,No,No,2,3.5,Yellow,Good,99
9100,Moti Sweets,New Delhi,"C-5, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2115266,28.5363955,"Mithai, Street Food",100,No,No,No,No,1,3.6,Yellow,Good,114
6475,Nazeer Foods,New Delhi,"C-5, Ground Floor, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2123353,28.5366373,"North Indian, Mughlai, Chinese",650,No,No,No,No,2,3.6,Yellow,Good,427
300302,Nikashee,New Delhi,"E-1/12, Ground Floor, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2090442,28.5340283,"Chinese, Thai",600,No,No,No,No,2,3.7,Yellow,Good,408
304302,Noodle Box,New Delhi,"B1/12, Near Apeejay School, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2177996,28.5370577,"Chinese, Thai",700,No,Yes,No,No,2,3.5,Yellow,Good,60
306166,Pema's,New Delhi,"Shop 3, 3/31, Upper Ground Floor, Shivalik Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2072907,28.5342075,"Chinese, Tibetan, Japanese",700,No,Yes,No,No,2,3.6,Yellow,Good,412
18345755,Plumber - The Lounge,New Delhi,"10 & 11, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2136424,28.5388893,"Thai, Chinese, North Indian",1500,No,No,No,No,3,3.9,Yellow,Good,38
9751,Pudding & Pie,New Delhi,"C-60, Shivalik Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2093777,28.5363564,"Bakery, Fast Food",450,No,No,No,No,1,3.7,Yellow,Good,137
2867,RP's Restaurant,New Delhi,"50-D, Savitri Nagar, Main Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2185071,28.5406266,"Mughlai, North Indian, Chinese",700,No,Yes,No,No,2,3.5,Yellow,Good,259
8346,Soi Thai,New Delhi,"Shop 3, Navjivan Vihar Market, Navjivan Vihar, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2000632,28.5320727,"Thai, Japanese",1500,No,Yes,No,No,3,3.6,Yellow,Good,148
305871,Speedy Chow,New Delhi,"9, 1st Floor, Corner Market, Maharishi Dayanand Marg, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2135346,28.538886,"Chinese, Thai",850,No,Yes,No,No,2,3.6,Yellow,Good,268
18425151,Stoned Age Kitchen,New Delhi,"H-18/11, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2079315,28.5317046,Continental,400,No,Yes,No,No,1,3.9,Yellow,Good,91
998,Suribachi,New Delhi,"T-540, Panchshila Park, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2132758,28.539624,"Asian, North Indian, Continental",1500,Yes,Yes,No,No,3,3.5,Yellow,Good,104
452,Swagath,New Delhi,"C-8, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2116173,28.5364058,"North Indian, Chinese, Seafood, Chettinad",1500,Yes,No,No,No,3,3.5,Yellow,Good,168
18163892,The Delhi Canteen,New Delhi,"30, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2142624,28.5384888,"North Indian, Continental, Asian, Chinese, Thai",1000,Yes,Yes,No,No,3,3.6,Yellow,Good,305
18432219,The Grill Kitchen,New Delhi,"Opposite Gurudwara, L Block Road, Sector 6, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2060663,28.5331227,"North Indian, Mughlai",650,No,Yes,No,No,2,3.8,Yellow,Good,75
18458339,The Midnight Heroes,New Delhi,"Sri Aurbindo Marg, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.21055888,28.5339573,"North Indian, Biryani, Chinese, Fast Food",950,No,Yes,No,No,2,3.7,Yellow,Good,41
18375421,The Salad Bowl,New Delhi,"Navjeevan Vihar, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2002839,28.5322327,"Healthy Food, Salad",800,No,Yes,No,No,2,3.5,Yellow,Good,34
209,Domino's Pizza,New Delhi,"C-7, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.211528,28.5363241,"Pizza, Fast Food",700,No,No,No,No,2,2.3,Red,Poor,185
18428394,Food Army,New Delhi,"T-265 C/8A, Chirag Dilli, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2243276,28.5373992,"North Indian, Mughlai, Chinese",450,No,Yes,No,No,1,2.3,Red,Poor,18
1030,Moti Restaurant,New Delhi,"16, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2121141,28.536674,"North Indian, South Indian, Chinese, Mughlai",550,No,Yes,No,No,2,2.4,Red,Poor,137
7661,New Baba Da Dhaba,New Delhi,"J1/110, Gupta Colony, Near Saini Estate, Khirki Extension, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2170275,28.5331218,"North Indian, Mughlai, Chinese",400,No,Yes,No,No,1,2,Red,Poor,84
6179,Tunday Kababi,New Delhi,"489, 55/4, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2126555,28.5406063,"Lucknowi, Mughlai",600,No,Yes,No,No,2,2.2,Red,Poor,182
18446475,Dilli BC,New Delhi,"B-2, Local Shopping Complex, STC/MMTC Market, Near Sri Aurobindo College, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2036117,28.5325807,"North Indian, Mughlai",700,No,Yes,No,No,2,4.4,Green,Very Good,84
311161,Litti.In,New Delhi,"Shop 1-A, C-10, Ground Floor, Opposite HDFC Bank, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2111802,28.5364058,Bihari,300,No,Yes,No,No,1,4,Green,Very Good,308
313206,Nizam's Kathi Kabab,New Delhi,"33, Corner Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2145409,28.5384902,"North Indian, Fast Food",900,Yes,Yes,No,No,2,4,Green,Very Good,153
18334452,Pepper Kitchen,New Delhi,"C 51, Ground Floor, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2104778,28.5355604,"Cafe, American, Italian",500,No,Yes,No,No,2,4,Green,Very Good,244
18253111,Rustom's Cafe & Bakery,New Delhi,"Khoj International Artists Association, S-17, Khirkee Extension, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2184409,28.5311532,"Cafe, Bakery, Parsi",700,No,Yes,No,No,2,4.1,Green,Very Good,84
18219545,Salad Days,New Delhi,"Shop 1&2, C51, Ground Floor, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.21051,28.535704,"Healthy Food, Salad",800,No,Yes,No,No,2,4,Green,Very Good,255
18348970,Stop My Starvation,New Delhi,"C-10, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2112209,28.5364043,"Cafe, Desserts",300,No,Yes,No,No,1,4.3,Green,Very Good,126
18334465,Sushi Junction,New Delhi,"Shivalik Road, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2072826,28.5340992,"Sushi, Japanese, Healthy Food",1000,No,Yes,No,No,3,4,Green,Very Good,53
18272370,Vero Gusto,New Delhi,"C-4, Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2118497,28.5367368,"Cafe, Fast Food, Healthy Food",250,No,Yes,No,No,1,4.1,Green,Very Good,135
311846,Snack Junction,New Delhi,"Opposite FICCI Auditorium, Near Metro Station, Mandi House, New Delhi",Mandi House,"Mandi House, New Delhi",77.2321792,28.6268536,Chinese,300,No,No,No,No,1,3.2,Orange,Average,10
311432,Turant,New Delhi,"Opposite FICCI Auditorium, Near Metro Station, Mandi House, New Delhi",Mandi House,"Mandi House, New Delhi",77.2319851,28.6267282,Chinese,300,No,No,No,No,1,3.3,Orange,Average,47
304972,Snacks Point,New Delhi,"Mandi House Metro Station, Mandi House, New Delhi",Mandi House,"Mandi House, New Delhi",77.2337174,28.62540821,Fast Food,100,No,No,No,No,1,0,White,Not rated,1
18356812,The Sweet Spot,New Delhi,"25, Central Lane, Bengali Market, Mandi House, New Delhi",Mandi House,"Mandi House, New Delhi",77.2305796,28.6304834,Bakery,600,No,No,No,No,2,0,White,Not rated,2
18294392,Kafe @ Museum,New Delhi,"National Museum, Mansingh Road, New Delhi",Mansingh Road,"Mansingh Road, New Delhi",77.22,28.61,"North Indian, Continental",300,No,No,No,No,1,0,White,Not rated,2
308489,Friends Cafe,New Delhi,"A-36, Mohan Cooperative Industrial Estate, Mathura Road, New Delhi",Mathura Road,"Mathura Road, New Delhi",77.29213391,28.52182344,North Indian,500,No,No,No,No,2,0,White,Not rated,2
313175,Aromas of Pind,New Delhi,"A-38, Mohan Cooperative Estate, Near Sarita Vihar Metro Station, Opposite Metro Pillar 302, Mathura Road, New Delhi",Mathura Road,"Mathura Road, New Delhi",77.29338784,28.52175981,"North Indian, Chinese",1200,Yes,Yes,No,No,3,4.2,Green,Very Good,278
301842,Apna Dhaba and Caters,New Delhi,"Street 2, BE-335, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.119036,28.6307787,North Indian,300,No,No,No,No,1,3.2,Orange,Average,20
311378,Green Chick Chop,New Delhi,"BE 359-A, Swargashram Road, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.1186217,28.6308872,"Raw Meats, North Indian, Fast Food",350,No,Yes,No,No,1,2.7,Orange,Average,7
301830,Jai Shree Durga South Indian Corner,New Delhi,"BE-324, Street 4, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.120189,28.6308138,"South Indian, Chinese",350,No,No,No,No,1,3,Orange,Average,6
18323144,Malabar Catering House,New Delhi,"C-84, Mayapuri Industrial Area, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.1193692,28.6216271,"Biryani, Kerala",400,No,No,No,No,1,3.2,Orange,Average,13
311377,Meenakshi Bhawan,New Delhi,"BE-334, Main Road, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.119336,28.6307842,"South Indian, Chinese",300,No,No,No,No,1,3.1,Orange,Average,14
301848,New Raja Sweets,New Delhi,"A 140, Gandhi Nagar, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.1144456,28.6258469,"Mithai, Street Food",150,No,No,No,No,1,2.9,Orange,Average,18
307998,Pizza Treat,New Delhi,"A1, Main Gandhi Market, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.1155946,28.6258815,"Pizza, Fast Food",250,No,No,No,No,1,3,Orange,Average,6
5940,Pudding & Pie,New Delhi,"B-99, Mayapuri Industrial Area, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.1141938,28.6258347,"Bakery, Fast Food",450,No,No,No,No,1,3.1,Orange,Average,7
301826,Rita Chinese Food,New Delhi,"B 357, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.1160349,28.6257821,Chinese,350,No,No,No,No,1,3.1,Orange,Average,10
312923,Vibes of Punjab,New Delhi,"C-101, Mayapuri, Main Road, Near DD Motors, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.1176174,28.6227746,"North Indian, Mughlai, Chinese",700,No,No,No,No,2,3.2,Orange,Average,21
301817,Ramji Di Hatti & Caterers,New Delhi,"BE-324, Street 4, Opposite M.I.G. Flats, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.120274,28.6307493,North Indian,350,No,No,No,No,1,3.5,Yellow,Good,25
301820,Spicy Tadka,New Delhi,"BE 332, Hari Nagar Street 3, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.1196062,28.6308168,"North Indian, Chinese",600,No,Yes,No,No,2,3.5,Yellow,Good,24
18460315,Mr. Tandoori Lal,New Delhi,"BE-321/A, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.1204704,28.6307568,"Chinese, North Indian",300,No,No,No,No,1,0,White,Not rated,3
301809,Om Sweets & Caterers,New Delhi,"70, Hari Nagar, Near Jasrotia Hospital, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.1118707,28.6258268,North Indian,200,No,No,No,No,1,0,White,Not rated,3
18368012,Sardar Ji Take Away & Caterers,New Delhi,"A 148, Gandhi Market, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.1139522,28.6259394,"North Indian, Chinese",450,No,No,No,No,1,0,White,Not rated,2
18429423,9 is Mine,New Delhi,"4, BSES market, Pocket 1, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.297847,28.607116,Fast Food,300,No,Yes,No,No,1,2.6,Orange,Average,4
6180,Aashirwad,New Delhi,"A 1, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2924811,28.6089584,"Chinese, North Indian",450,No,No,No,No,1,3.2,Orange,Average,19
301108,Aggarwal Sweet & Bakers,New Delhi,"B-1/3B, New Ashok Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.3081612,28.5891462,"Mithai, Street Food",150,No,No,No,No,1,2.9,Orange,Average,5
8105,Amit Hotel,New Delhi,"A 110, New Ashok Nagar, Near, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.3088206,28.5903034,North Indian,150,No,No,No,No,1,2.9,Orange,Average,7
313185,Angrezee Dhaba,New Delhi,"Mini DDA Market, Mayur Kunj, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.30209798,28.58521417,"North Indian, Mughlai, Chinese",350,No,Yes,No,No,1,2.8,Orange,Average,7
8109,Ankur Family Restaurant,New Delhi,"B 17/E Metro Station, New Ashok Nagar, Near Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.3062786,28.5892005,North Indian,300,No,No,No,No,1,2.9,Orange,Average,4
304267,Bansal Sweet,New Delhi,"A 4/1, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2934295,28.6082009,"Desserts, Street Food",150,No,No,No,No,1,2.7,Orange,Average,20
313351,Baskin Robbins,New Delhi,"G-7-9, Sikka Plaza 2, Near Ahlcon Public School, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2905861,28.6071522,Ice Cream,300,No,Yes,No,No,1,3.1,Orange,Average,13
309227,Caravan Resto Bar,New Delhi,"A-10, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2938353,28.6078005,"North Indian, Chinese, Mughlai",1100,Yes,Yes,No,No,3,3.2,Orange,Average,51
18285695,Celebration Multi Cuisine Restaurant,New Delhi,"15, Upper Ground Floor, Pratap Nagar, Near Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2952484,28.6065957,"North Indian, Chinese",500,No,No,No,No,2,2.7,Orange,Average,14
18146358,Chatto Chapati,New Delhi,"288-B, Pocket 2, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.30096575,28.61013581,North Indian,250,No,No,No,No,1,3,Orange,Average,8
312715,Chawla'sŒ_,New Delhi,"Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.30109818,28.58918625,"North Indian, Mughlai",750,Yes,No,No,No,2,2.7,Orange,Average,29
311245,China Town,New Delhi,"Samachar Market, DAV Complex, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2952961,28.5979305,Chinese,300,No,Yes,No,No,1,2.7,Orange,Average,11
6173,China Town,New Delhi,"Opposite Fine Home Apartments, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2936557,28.6080098,Chinese,350,No,No,No,No,1,2.7,Orange,Average,28
301353,Dazzle Pastry Shop,New Delhi,"P 19, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2928133,28.6083198,"Bakery, Fast Food",150,No,No,No,No,1,2.6,Orange,Average,25
300957,Delicacy Foods,New Delhi,"1, DDA Market, Pocket 4, Near Maharaja Agrasen College, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2932581,28.6030873,"North Indian, Mughlai, Chinese",650,No,No,No,No,2,3.2,Orange,Average,86
312703,Dolphin Rolls,New Delhi,"Shop 389, B Block, New Ashok Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.3078187,28.5898772,"Fast Food, Chinese",200,No,No,No,No,1,2.9,Orange,Average,6
6183,Durbar Restaurant,New Delhi,"166, Pratap Nagar, Opposite Pocket 4, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2930355,28.6043403,"North Indian, Chinese",500,No,No,No,No,2,2.7,Orange,Average,33
301037,Ever Green Pastry Shop,New Delhi,"230, Main Market, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.291701,28.6095613,Bakery,200,No,No,No,No,1,3.1,Orange,Average,34
8069,Evergreen Sweets Corner,New Delhi,"A-650, New Ashok Nagar, Near Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.3122802,28.5946814,"Mithai, Street Food",100,No,No,No,No,1,3,Orange,Average,8
306107,Great Plates By AJ,New Delhi,"G-1-4, DLF Galleria Mall, District Centre, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2964127,28.5921814,"North Indian, Chinese, Mughlai",900,Yes,Yes,No,No,2,3.1,Orange,Average,77
308359,Green Chick Chop,New Delhi,"Shop 3, 4, & 4-A, Samachar Market, Mayur Vihar Phase 1 Extension, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2946516,28.5978455,"Raw Meats, North Indian, Fast Food",350,No,No,No,No,1,3.2,Orange,Average,24
18260604,Haqeem's,New Delhi,"Shop 2, Plot 1, Sikka Plaza, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2904619,28.6070462,North Indian,250,No,No,No,No,1,2.7,Orange,Average,14
6185,Himalaya Food Corner,New Delhi,"C-24, Acharya Niketan, Near ICICI Bank, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2956989,28.6078263,"North Indian, Mughlai, Chinese",500,No,No,No,No,2,2.7,Orange,Average,46
304259,Hot Joint Fast Food,New Delhi,"Metro Station Gate 1, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2894952,28.6045493,"Chinese, Fast Food",350,No,No,No,No,1,2.6,Orange,Average,61
300959,Hyderabadi Dum Biryani,New Delhi,"24, DDA Market, Pocket 4, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.29358397,28.60318802,"Biryani, Hyderabadi",650,No,Yes,No,No,2,2.7,Orange,Average,60
18238249,Kasturi Family Restaurant,New Delhi,"1st Floor, P-13/A, Aacharya Niketan Market, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2925747,28.6090326,"North Indian, Chinese",400,No,Yes,No,No,1,3,Orange,Average,20
309346,Kerala Cafe,New Delhi,"Shop 4 & 5, 1st Floor, Block A/18, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2947422,28.6071044,Kerala,300,No,No,No,No,1,3.3,Orange,Average,45
307306,Keuchen Paradise,New Delhi,"A-7, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2938753,28.6081948,Bakery,300,No,Yes,No,No,1,2.8,Orange,Average,8
18203881,Kook For Health,New Delhi,"A 8, Acharya Niketan Market, Opposite Janta Book Depot, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2938857,28.6081736,"American, Asian, North Indian, Mexican, South Indian",500,No,Yes,No,No,2,3.3,Orange,Average,21
18138441,Lahorian's Sweets & Bakers,New Delhi,"Shop 5, Plot 101, Gali 15, Pratap Nagar, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.293569,28.6044435,"Street Food, Desserts",250,No,No,No,No,1,2.9,Orange,Average,5
8531,Mr. Baker's,New Delhi,"G2-G3, DAV Complex, LSC, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2949573,28.5977616,"Bakery, Fast Food",100,No,No,No,No,1,3,Orange,Average,22
18267785,Night Food Delivery,New Delhi,"Near Sikka Plaza, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.290883,28.606978,"North Indian, Chinese",500,No,Yes,No,No,2,2.7,Orange,Average,5
8110,Nine 2 Nine Snacks & Restaurant,New Delhi,"B-1/26, New Ashok Nagar, Near, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.3065907,28.5890442,"North Indian, Street Food",250,No,No,No,No,1,2.9,Orange,Average,5
18281964,Punjabi Mirch,New Delhi,"D-35, Acharya Niketan, Near Kukreja Hospital, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2952184,28.6074925,North Indian,400,No,No,No,No,1,3,Orange,Average,4
2932,Rasoi The Food Express,New Delhi,"38, DDA Market, Jeevan Anmol Hospital, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2953531,28.6065091,"North Indian, Chinese",600,No,Yes,No,No,2,2.6,Orange,Average,53
6182,Republic of Chicken,New Delhi,"G-10, Samachar Market, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2949166,28.5977308,"Raw Meats, Fast Food",400,No,No,No,No,1,2.8,Orange,Average,11
18324529,Sandwichai,New Delhi,"Sandwichai, Shop no 2,3-Sikka Plaza, Mayur Vihar Phase-1",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.29047,28.6069738,Fast Food,350,No,Yes,No,No,1,3.3,Orange,Average,58
308237,SB's Raisins,New Delhi,"A-9/1, Acharya Niketan, Central Market, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2938335,28.6078223,"Bakery, Desserts, Fast Food",350,No,Yes,No,No,1,2.8,Orange,Average,15
311894,Shanghai Kitchen,New Delhi,"C-19, Opposite Ahlcon International School, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.28870839,28.61184943,"Chinese, Fast Food",300,No,No,No,No,1,3.1,Orange,Average,26
300960,Shiv Shakti Restaurant,New Delhi,"11, DDA Market, Pocket 4, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.2933571,28.6035787,"South Indian, Chinese",200,No,No,No,No,1,3,Orange,Average,18
308222,Smoky Chettinad,New Delhi,"Shop 2, Local Shopping Complex, DDA Market, Acharya Niketan, Mayur Vihar Phase 1, New Delhi",Mayur Vihar Phase 1,"Mayur Vihar Phase 1, New Delhi",77.29534686,28.60690952,"South Indian, Chettinad",600,No,No,No,No,2,2.8,Orange,Average,49
